,Category,Engine type,"Transmission type,final drive",Displacement ccm,Fuel capacity liters,Power HP,Front brakes,Rear brakes
20172,Sport,"V2, four-stroke",Chain,1250.0,14.38,180.0,Double disc,Single disc
20217,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),50.0,5.0,4.0,Single disc,Expanding brake (drum brake)
20220,Super motard,"Single cylinder, four-stroke",Chain,124.0,10.0,10.7,Single disc,Single disc
20222,Custom / cruiser,"Single cylinder, four-stroke",Chain,124.0,10.0,9.1,Single disc,Single disc
20223,Enduro / offroad,"Single cylinder, four-stroke",Chain,223.0,10.0,12.0,Single disc,Single disc
20324,Allround,"Single cylinder, four-stroke",Chain,98.0,11.0,7.5,Expanding brake (drum brake),Expanding brake (drum brake)
20325,Allround,"Single cylinder, four-stroke",Chain,124.8,16.0,10.3,Single disc,Expanding brake (drum brake)
20326,Scooter,"Single cylinder, four-stroke",Belt,87.8,5.0,4.9,Expanding brake (drum brake),Expanding brake (drum brake)
20327,Sport,"Single cylinder, four-stroke",Chain,99.7,16.0,5.5,Expanding brake (drum brake),Expanding brake (drum brake)
20328,Allround,"Single cylinder, four-stroke",Chain,124.8,13.0,9.6,Expanding brake (drum brake),Expanding brake (drum brake)
20331,Custom / cruiser,"V2, four-stroke",Chain,1750.0,18.92,112.0,Single disc,Single disc
20332,Custom / cruiser,"V2, four-stroke",Chain,1750.0,17.41,112.0,Single disc,Single disc
20333,Custom / cruiser,"V2, four-stroke",Chain,1750.0,17.41,112.0,Single disc,Single disc
20334,Custom / cruiser,"V2, four-stroke",Chain,1750.0,17.41,112.0,Single disc,Single disc
20335,Custom / cruiser,"V2, four-stroke",Chain,1750.0,17.41,112.0,Single disc,Single disc
20336,Custom / cruiser,"V2, four-stroke",Chain,1750.0,17.41,112.0,Single disc,Single disc
20337,Custom / cruiser,"V2, four-stroke",Chain,1524.1,13.24,108.0,Single disc,Single disc
20341,Classic,"Twin, four-stroke",Chain,865.0,16.0,67.1,Single disc,Single disc
20342,Classic,"Twin, four-stroke",Chain,865.0,16.0,67.1,Single disc,Single disc
20344,Classic,"Twin, four-stroke",Chain,865.0,16.0,68.0,Single disc,Single disc
20345,Classic,"In-line three, four-stroke",Chain,675.0,17.4,126.1,Double disc,Single disc
20349,Classic,"Twin, four-stroke",Chain,865.0,16.0,59.0,Single disc,Single disc
20350,Naked bike,"In-line three, four-stroke",Chain,1050.0,18.0,130.1,Double disc,Single disc
20351,Custom / cruiser,"Twin, four-stroke",Chain,865.0,19.3,61.7,Double disc,Single disc
20352,Touring,"In-line three, four-stroke",Chain,1050.0,20.0,124.7,Double disc,Single disc
20353,Naked bike,"In-line three, four-stroke",Chain,675.0,17.4,105.9,Double disc,Single disc
20354,Naked bike,"In-line three, four-stroke",Chain,675.0,17.4,105.9,Double disc,Single disc
20355,Classic,"Twin, four-stroke",Chain,865.0,16.0,68.4,Single disc,Single disc
20357,Sport,"In-line three, four-stroke",Chain,1050.0,20.0,114.0,Double disc,Single disc
20359,ATV,"Single cylinder, four-stroke",Chain,449.0,10.97,51.0,Double disc,Single disc
20367,Scooter,"Single cylinder, four-stroke",Belt,249.0,10.97,24.0,Double disc,Single disc
20372,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20374,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20375,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20376,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20377,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20378,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20379,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Expanding brake (drum brake)
20380,Custom / cruiser,"Two cylinder boxer, four-stroke",Shaft drive (cardan),745.0,19.0,38.9,Single disc,Single disc
20384,Scooter,"Single cylinder, four-stroke",Belt,150.0,5.29,9.4,Single disc,Single disc
20385,Scooter,"Single cylinder, two-stroke",Belt,49.0,5.29,4.9,Single disc,Single disc
20386,Custom / cruiser,"V2, four-stroke",Belt,249.0,12.98,24.1,Single disc,Single disc
20387,Scooter,"Single cylinder, four-stroke",Belt,124.0,9.5,14.0,Single disc,Single disc
20396,Scooter,"Single cylinder, four-stroke",Belt,150.0,8.6,11.7,Single disc,Expanding brake (drum brake)
20399,Scooter,"Single cylinder, two-stroke",Belt,49.4,8.5,4.2,Single disc,Expanding brake (drum brake)
20409,Touring,"Twin, four-stroke",Belt,1731.0,22.71,97.0,Double disc,Single disc
20410,Custom / cruiser,"V2, four-stroke",Belt,1731.0,17.03,97.0,Single disc,Single disc
20411,Custom / cruiser,"V2, four-stroke",Belt,1731.0,17.03,97.0,Single disc,Single disc
20412,Custom / cruiser,"V2, four-stroke",Belt,1638.0,17.03,97.0,Double disc,Single disc
20413,Custom / cruiser,"V2, four-stroke",Belt,1731.0,17.03,97.0,Double disc,Single disc
20424,Touring,"V2, four-stroke",Belt,1731.0,22.71,97.0,Double disc,Single disc
20426,Touring,"V2, four-stroke",Belt,1731.0,22.71,97.0,Double disc,Single disc
20439,Naked bike,"V2, four-stroke",Chain,996.0,19.5,100.0,Double disc,Single disc
20440,Naked bike,"V2, four-stroke",Chain,996.0,14.5,84.2,Double disc,Single disc
20441,Naked bike,"V2, four-stroke",Chain,996.0,14.5,100.0,Double disc,Single disc
20442,Naked bike,"V2, four-stroke",Chain,996.0,15.0,100.0,Double disc,Single disc
20443,Naked bike,"V2, four-stroke",Chain,996.0,18.5,100.0,Double disc,Single disc
20448,Scooter,"Single cylinder, two-stroke",Belt,49.2,5.3,3.2,Single disc,Expanding brake (drum brake)
20449,Scooter,"Single cylinder, two-stroke",Belt,49.2,5.3,3.2,Single disc,Expanding brake (drum brake)
20450,Scooter,"Single cylinder, two-stroke",Belt,49.2,6.5,3.6,Single disc,Expanding brake (drum brake)
20451,Scooter,"Single cylinder, two-stroke",Belt,49.2,5.3,3.2,Single disc,Expanding brake (drum brake)
20455,Scooter,"Single cylinder, four-stroke",Belt,124.7,12.5,13.9,Single disc,Single disc
20456,Scooter,"Single cylinder, four-stroke",Belt,249.8,12.5,20.9,Single disc,Single disc
20458,Scooter,"Single cylinder, four-stroke",Belt,125.0,7.1,10.7,Single disc,Expanding brake (drum brake)
20462,Touring,"In-line four, four-stroke",Shaft drive (cardan),1298.0,25.0,141.5,Double disc,Single disc
20466,Sport,"In-line four, four-stroke",Chain,998.0,18.0,147.9,Double disc,Single disc
20469,Allround,"In-line four, four-stroke",Chain,600.0,19.4,96.6,Double disc,Single disc
20471,Naked bike,"In-line four, four-stroke",Chain,600.0,19.4,96.6,Double disc,Single disc
20474,Naked bike,"Single cylinder, four-stroke",Chain,153.0,14.0,14.0,Single disc,Expanding brake (drum brake)
20475,Scooter,"Single cylinder, four-stroke",Belt,49.0,4.5,3.7,Expanding brake (drum brake),Expanding brake (drum brake)
20481,Scooter,"Single cylinder, two-stroke",Belt,49.0,5.5,2.7,Single disc,Expanding brake (drum brake)
20482,Scooter,"Single cylinder, two-stroke",Belt,49.0,5.5,3.4,Single disc,Expanding brake (drum brake)
20483,Sport,"V2, four-stroke",Chain,1670.0,15.0,88.9,Double disc,Single disc
20484,Sport,"Single cylinder, four-stroke",Chain,660.0,15.0,47.3,Double disc,Single disc
20486,Scooter,"Single cylinder, four-stroke",Belt,124.0,10.5,11.4,Single disc,Single disc
20487,Scooter,"Single cylinder, four-stroke",Belt,395.0,14.0,33.5,Double disc,Single disc
20489,Scooter,"Single cylinder, two-stroke",Belt,49.2,6.1,2.8,Single disc,Expanding brake (drum brake)
20490,Scooter,"Single cylinder, four-stroke",Belt,49.4,5.4,3.1,Single disc,Expanding brake (drum brake)
20492,Enduro / offroad,"Single cylinder, two-stroke",Chain,79.0,4.9,4.7,Expanding brake (drum brake),Expanding brake (drum brake)
20508,Scooter,"Single cylinder, two-stroke",Belt,49.9,6.5,3.6,Single disc,Expanding brake (drum brake)
20511,Allround,"Twin, four-stroke",Chain,897.0,20.0,85.0,Double disc,Single disc
20514,Scooter,"Twin, four-stroke",Belt,499.0,15.0,42.9,Double disc,Single disc
20518,Enduro / offroad,"Single cylinder, four-stroke",Chain,123.7,6.0,9.7,Single disc,Expanding brake (drum brake)
20537,Scooter,"Single cylinder, four-stroke",Belt,125.0,5.5,8.6,Single disc,Expanding brake (drum brake)
20538,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.7,8.5,14.8,Single disc,Single disc
20545,Scooter,"Single cylinder, two-stroke",Belt,49.2,7.0,3.2,Single disc,Expanding brake (drum brake)
20548,Scooter,"Single cylinder, four-stroke",Belt,124.7,10.5,14.4,Single disc,Single disc
20549,Scooter,"Single cylinder, four-stroke",Belt,249.8,10.5,20.9,Single disc,Single disc
20550,Scooter,"Single cylinder, four-stroke",Belt,124.7,12.5,13.9,Single disc,Single disc
20551,Scooter,"Single cylinder, four-stroke",Belt,249.8,12.5,20.9,Single disc,Single disc
20552,Naked bike,"In-line four, four-stroke",Chain,600.0,17.3,76.4,Double disc,Single disc
20553,Naked bike,"In-line four, four-stroke",Chain,600.0,17.3,76.4,Double disc,Single disc
20554,Sport,"In-line four, four-stroke",Chain,600.0,17.3,76.4,Double disc,Single disc
20555,Sport,"In-line four, four-stroke",Chain,600.0,17.3,76.4,Double disc,Single disc
20556,Naked bike,"In-line four, four-stroke",Chain,1251.0,21.0,96.4,Double disc,Single disc
20557,Enduro / offroad,"Single cylinder, four-stroke",Chain,124.0,9.0,9.8,Single disc,Single disc
20560,Enduro / offroad,"Single cylinder, four-stroke",Chain,660.0,15.0,47.3,Single disc,Single disc
20563,Custom / cruiser,"V2, four-stroke",Belt,1854.0,17.0,89.0,Double disc,Single disc
20564,Custom / cruiser,"V2, four-stroke",Belt,1304.0,18.5,71.7,Double disc,Single disc
20565,Custom / cruiser,"V2, four-stroke",Belt,942.0,17.0,52.8,Single disc,Single disc
20566,Sport,"Single cylinder, four-stroke",Chain,124.0,13.0,10.1,Single disc,Expanding brake (drum brake)
20567,Custom / cruiser,"Single cylinder, four-stroke",Chain,124.0,12.0,10.1,Single disc,Expanding brake (drum brake)
20568,Naked bike,"Single cylinder, four-stroke",Chain,249.0,19.0,21.1,Single disc,Expanding brake (drum brake)
20583,Sport,"Single cylinder, four-stroke",Chain,124.7,13.8,14.8,Single disc,Single disc
20599,Custom / cruiser,"Twin, four-stroke",Chain,124.6,14.0,11.0,Single disc,Single disc
20600,Custom / cruiser,"Twin, four-stroke",Chain,234.0,14.0,17.0,Single disc,Expanding brake (drum brake)
20651,Naked bike,"V2, four-stroke",Chain,249.0,17.03,28.0,Single disc,Single disc
20653,Custom / cruiser,"V2, four-stroke",Chain,249.0,14.0,28.0,Single disc,Expanding brake (drum brake)
20654,Custom / cruiser,"V2, four-stroke",Belt,1819.0,13.24,111.0,Double disc,Single disc
20655,Scooter,"Single cylinder, four-stroke",Belt,124.0,15.0,20.1,Single disc,Single disc
20665,Sport,"V2, four-stroke",Chain,893.0,16.0,75.1,Double disc,Single disc
20668,Allround,"Single cylinder, four-stroke",Chain,660.0,16.0,40.0,Single disc,Single disc
20690,Scooter,"Single cylinder, four-stroke",Belt,124.0,9.5,15.0,Single disc,Single disc
20691,Scooter,"Single cylinder, four-stroke",Belt,180.8,6.0,19.0,Single disc,Single disc
20692,Scooter,"Single cylinder, four-stroke",Belt,180.8,6.0,19.0,Single disc,Single disc
20700,Scooter,"Single cylinder, four-stroke",Belt,460.0,13.2,39.0,Double disc,Single disc
20701,Naked bike,"V2, four-stroke",Chain,749.0,16.0,95.0,Double disc,Single disc
20704,Scooter,"Single cylinder, four-stroke",Belt,124.0,9.0,19.4,Double disc,Single disc
20705,Scooter,"Single cylinder, four-stroke",Belt,197.9,9.0,25.3,Double disc,Single disc
20713,Enduro / offroad,"Twin, four-stroke",Chain,798.0,16.0,69.7,Single disc,Single disc
20715,Sport,"Twin, four-stroke",Belt,798.0,16.0,83.8,Double disc,Single disc
20716,Sport touring,"Twin, four-stroke",Belt,798.0,16.0,83.8,Double disc,Single disc
20718,Enduro / offroad,"Single cylinder, four-stroke",Chain,652.0,9.5,52.3,Single disc,Single disc
20719,Enduro / offroad,"Single cylinder, four-stroke",Chain,652.0,9.5,52.3,Single disc,Single disc
20725,Touring,"In-line four, four-stroke",Shaft drive (cardan),1157.0,24.0,150.2,Double disc,Single disc
20726,Touring,"In-line four, four-stroke",Shaft drive (cardan),1171.0,24.0,114.0,Double disc,Single disc
20727,Sport,"In-line four, four-stroke",Shaft drive (cardan),1157.0,19.0,160.9,Double disc,Single disc
20728,Sport,"In-line four, four-stroke",Shaft drive (cardan),1157.0,19.0,160.9,Double disc,Single disc
20729,Sport touring,"In-line four, four-stroke",Shaft drive (cardan),1157.0,19.0,164.9,Double disc,Single disc
20732,Sport,"Two cylinder boxer, four-stroke",Shaft drive (cardan),1170.0,18.0,107.3,Double disc,Single disc
20742,Cross / motocross,"Single cylinder, four-stroke",Chain,449.0,9.0,55.4,Single disc,Single disc
20745,Naked bike,"In-line three, four-stroke",Chain,1130.0,17.0,127.4,Single disc,Single disc
20746,Scooter,"Single cylinder, four-stroke",Belt,248.0,11.0,15.0,Single disc,Single disc
20748,Scooter,"Single cylinder, two-stroke",Belt,49.2,7.5,3.6,Single disc,Expanding brake (drum brake)
20750,Naked bike,"In-line three, four-stroke",Chain,1131.0,17.0,135.4,Single disc,Single disc
20751,Naked bike,"In-line three, four-stroke",Chain,1131.0,17.0,127.4,Single disc,Single disc
20752,Naked bike,"In-line three, four-stroke",Chain,899.0,17.0,116.0,Single disc,Single disc
20753,Naked bike,"In-line three, four-stroke",Chain,899.0,17.0,116.0,Single disc,Single disc
20754,Sport,"In-line three, four-stroke",Chain,1131.0,19.0,160.9,Single disc,Single disc
20756,Naked bike,"In-line three, four-stroke",Chain,1131.0,22.0,123.4,Single disc,Single disc
20801,Sport,"V2, four-stroke",Chain,1079.0,16.0,95.0,Double disc,Single disc
20805,Sport,"V2, four-stroke",Chain,1098.0,16.0,95.0,Double disc,Single disc
20819,Enduro / offroad,"Single cylinder, four-stroke",Chain,125.0,3.5,10.5,Single disc,Single disc
20824,Sport,"V2, four-stroke",Belt,1125.9,21.19,146.0,Single disc,Single disc
20825,Enduro / offroad,"Single cylinder, four-stroke",Belt,491.6,10.59,34.0,Double disc,Single disc
20826,Sport,"V2, four-stroke",Belt,1202.9,14.45,103.0,Single disc,Single disc
20827,Naked bike,"V2, four-stroke",Belt,983.3,14.45,92.0,Single disc,Single disc
20828,Naked bike,"V2, four-stroke",Belt,1202.9,14.45,103.0,Single disc,Single disc
20830,Naked bike,"V2, four-stroke",Belt,1202.9,14.45,103.0,Single disc,Single disc
20831,Naked bike,"V2, four-stroke",Belt,1202.9,16.65,103.0,Single disc,Single disc
20832,Naked bike,"V2, four-stroke",Belt,1202.9,16.65,103.0,Single disc,Single disc
20833,Enduro / offroad,"V2, four-stroke",Belt,1202.9,16.65,103.0,Single disc,Single disc
20834,Super motard,"Single cylinder, four-stroke",Chain,398.0,12.0,40.0,Single disc,Single disc
20841,Enduro / offroad,"Single cylinder, four-stroke",Chain,230.0,8.8,18.0,Single disc,Single disc
20843,Super motard,"Single cylinder, four-stroke",Chain,230.0,8.8,18.0,Single disc,Single disc
20844,Classic,"Single cylinder, four-stroke",Chain,398.0,14.0,42.0,Single disc,Single disc
20845,Allround,"Single cylinder, four-stroke",Chain,398.0,11.0,42.0,Single disc,Single disc
20846,Allround,"Single cylinder, four-stroke",Chain,710.0,14.0,55.0,Single disc,Single disc
20851,Classic,"Single cylinder, four-stroke",Chain,398.0,12.0,42.0,Single disc,Single disc
20853,Super motard,"Single cylinder, four-stroke",Chain,248.0,8.6,23.6,Single disc,Single disc
20856,Scooter,"Single cylinder, four-stroke",Belt,244.0,12.11,14.3,Single disc,Expanding brake (drum brake)
20857,Sport,"Single cylinder, four-stroke",Belt,244.0,12.11,18.0,Single disc,Single disc
20858,Sport,"Single cylinder, four-stroke",Belt,250.0,17.03,18.0,Single disc,Single disc
20868,Scooter,"Single cylinder, two-stroke",Belt,49.2,8.0,3.2,Single disc,Expanding brake (drum brake)
20871,Scooter,"Single cylinder, two-stroke",Belt,49.2,8.0,3.9,Single disc,Expanding brake (drum brake)
20872,Scooter,"Single cylinder, two-stroke",Belt,49.2,5.2,3.2,Single disc,Expanding brake (drum brake)
20873,Scooter,"Single cylinder, two-stroke",Chain,49.2,9.0,4.4,Single disc,Single disc
20877,Super motard,"Single cylinder, two-stroke",Chain,49.2,7.0,3.0,Single disc,Single disc
20878,Super motard,"Single cylinder, two-stroke",Chain,49.2,7.0,3.0,Single disc,Single disc
20880,Naked bike,"Single cylinder, four-stroke",Chain,652.0,14.0,67.1,Single disc,Single disc
20881,Naked bike,"Single cylinder, four-stroke",Chain,652.0,14.0,29.0,Single disc,Single disc
20894,Sport,"Single cylinder, two-stroke",Chain,124.6,14.0,9.0,Single disc,Single disc
20896,Sport,"Single cylinder, two-stroke",Chain,524.0,14.0,39.0,Double disc,Single disc
20898,Naked bike,"V2, four-stroke",Chain,645.0,17.5,73.8,Double disc,Single disc
20899,Sport,"V2, four-stroke",Belt,998.0,26.98,106.0,Double disc,Single disc
20959,Allround,"Single cylinder, four-stroke",Chain,124.2,11.0,20.1,Single disc,Single disc
20961,Naked bike,"Single cylinder, four-stroke",Chain,124.2,13.0,20.1,Single disc,Single disc
20975,Enduro / offroad,"Single cylinder, four-stroke",Belt,124.2,11.0,15.0,Single disc,Single disc
20987,Scooter,"Single cylinder, four-stroke",Belt,50.0,5.48,4.9,Double disc,Expanding brake (drum brake)
20988,Custom / cruiser,"Twin, four-stroke",Chain,248.0,7.57,16.3,Single disc,Expanding brake (drum brake)
20989,Enduro / offroad,"Single cylinder, four-stroke",Chain,199.0,7.57,17.4,Single disc,Single disc
20990,Enduro / offroad,"Single cylinder, four-stroke",Chain,250.0,7.57,15.4,Single disc,Single disc
20991,Scooter,"Single cylinder, four-stroke",Belt,150.0,7.57,10.0,Double disc,Single disc
20992,Scooter,"Single cylinder, four-stroke",Belt,150.0,8.13,12.0,Double disc,Single disc
20993,Scooter,"Single cylinder, four-stroke",Belt,299.0,10.97,18.4,Single disc,Single disc
20994,Scooter,"Single cylinder, four-stroke",Belt,150.0,5.48,9.4,Double disc,Expanding brake (drum brake)
20995,Scooter,"Single cylinder, two-stroke",Belt,50.0,5.48,4.9,Double disc,Expanding brake (drum brake)
20997,Super motard,"V2, four-stroke",Chain,1078.0,12.4,90.0,Double disc,Single disc
20999,Naked bike,"V2, four-stroke",Chain,695.0,14.0,72.0,Double disc,Single disc
21000,Naked bike,"V2, four-stroke",Chain,696.0,15.0,78.9,Double disc,Single disc
21001,Naked bike,"V2, four-stroke",Chain,992.0,14.0,93.9,Double disc,Single disc
21003,Naked bike,"V2, four-stroke",Chain,998.0,14.0,128.3,Double disc,Single disc
21004,Naked bike,"V2, four-stroke",Chain,998.0,14.0,128.3,Double disc,Single disc
21005,Sport,"V2, four-stroke",Chain,1078.0,20.0,93.9,Double disc,Single disc
21008,Classic,"V2, four-stroke",Chain,992.0,15.0,90.8,Double disc,Single disc
21010,Sport,"V2, four-stroke",Chain,1099.0,15.5,134.0,Double disc,Single disc
21011,Sport,"V2, four-stroke",Chain,1198.4,15.5,180.0,Double disc,Single disc
21013,Sport,"V2, four-stroke",Chain,849.4,15.5,134.0,Double disc,Single disc
21020,Classic,"Single cylinder, four-stroke",Chain,346.0,14.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
21023,Classic,"Single cylinder, four-stroke",Chain,499.0,14.5,23.7,Single disc,Expanding brake (drum brake)
